Sample;Density;ModulusOfElasticity
DuPont Performance Polymers Zytel 151 NC010 PA612;1.06;2.05
DuPont Performance Polymers Zytel 153HSL NC010 PA612;1.06;2.0
DuPont Performance Polymers Zytel 157HSL BK010 PA612;1.07;2.0
DuPont Performance Polymers Zytel 158 NC010 PA612;1.06;1.95
DuPont Performance Polymers Zytel 77G33L BK031 PA612-GF33;1.32;8.7
DuPont Performance Polymers Zytel 77G43L BK031 PA612-GF43;1.42;12.5
DuPont Performance Polymers Zytel 77G43L NC010 PA612-GF43;1.42;12.0
DuPont Performance Polymers Zytel FE3734 NC010 PA612;1.07;2.0
DuPont Performance Polymers Zytel FE5382 BK276 PA612-GF33;1.32;9.0
DuPont Performance Polymers Zytel LC6159 BK554 PA612;1.06;2.4
DuPont Performance Polymers Zytel LC6200 BK385 PA612-HI;1.0;0.9
DuPont Performance Polymers Zytel LC6210 BK010 PA612-HI;1.01;0.93
DuPont Performance Polymers Zytel (PA612) LC7601 BK010 PA-IP;1.03;0.5
Ensinger Tecamid 6/12 Nylon (PA612);1.06;2.07
Evonik VESTAMID DX9303 Nylon 612;1.05;0.9
Evonik VESTAMID DX9313 Nylon 612;1.05;0.89
Evonik VESTAMID EX9350 Nylon 612 Elastomer;1.05;0.64
Evonik VESTAMID DX9304 PA 612 Dry;1.04;1.8
Evonik VESTAMID DX9305 PA 612 Dry;1.06;2.25
Evonik VESTAMID DX9325 PA 612 Dry, 40% Glass Filled;1.37;9.4
Global EPP PA 612 Copolymer Cast Polyamide 612;1.14;3.7
EMS-Grivory Grivory 2D 20 nat PA612;1.06;1.95
EMS-Grivory Grivory 2D 25 W 20 HL X black 9992 PA612-I;1.04;0.47
EMS-Grivory Grivory 2D 25 W 20 X black PA612-I;1.04;0.5
EMS-Grivory Grivory XE 4071 black 9992 PA612;1.05;1.6
EMS-Grivory Grivory XE 4106 black 9992 PA612-GF30;1.3;8.5
EMS-Grivory Grivory XE 4107 black 9992 PA612-GF40;1.4;11.0
EMS-Grivory Grivory XE 4108 black 9992 PA612-GF50;1.52;14.0
EMS-Grivory Grivory XE 4155 black 9992 PA612-I;1.02;1.23
EMS-Grivory Grivory XE 4158 nat PA612;0.98;0.88
EMS-Grivory Grivory XE 4188 black 9992 PA612;1.04;1.55
EMS-Grivory Grivory XE 4208 black 9992 PA612-I;1.03;0.78
Avient Edgetek NL-20GF/000 BLACK Polyamide 612 (Nylon 612);1.2;6.21
Avient Edgetek NL-10GF/000 BLACK Polyamide 612 (Nylon 612);1.13;4.14
Avient LubriOne™ NL-30CF/15T Black Polyamide 612 (Nylon 612);1.33;19.3
Avient LubriOne™ NL-30GF/15T Black Polyamide 612 (Nylon 612);1.43;8.45
Evonik Vestamid X7099 nf (dry properties) Nylon 612;1.23;5.5
Evonik Vestamid D16 Nylon 612 (Dry as Molded);1.06;2.0
Evonik Vestamid D18 Nylon 612 (Dry as Molded);1.06;2.1
Evonik Vestamid DX9302 Black Nylon 612 (Dry as Molded);1.02;1.05
Evonik Vestamid DX9321 Black 20% Glass Reinforced Nylon 612 (Conditioned);1.19;4.7
Evonik Vestamid DX9321 Black 20% Glass Reinforced Nylon 612 (Conditioned);1.19;5.45
Evonik Vestamid DX9323 Black 35% Glass Reinforced Nylon 612 (Dry as Molded);1.31;8.34
LATI Latamid SP2 H2 G/35 PA 6.12, 35% Glass Fiber Reinforced, Heat Stabilized;1.33;9.3
LATI Latamid SP2 H2 G/45 PA 6.12, 45% Glass Fiber Reinforced, Heat Stabilized;1.43;11.5
Nylacast Aquanyl Nylon 612 Copolymer;1.14;3.4
RTP Company RTP 285 D TFE 15 A Nylon 6/12 (PA), Carbon Fiber - PTFE Lubricated;1.32;20.0
RTP Company RTP 202 D HS TFE 15 A Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated - Heat Stabilized;1.28;5.52
RTP Company RTP 299 D X 151454 A Nylon 6/12 (PA), Glass Fiber - Lubricated - Preliminary Datasheet;1.43;12.8
RTP Company RTP 200 D GB 20 TFE 13 SI 2 Nylon 6/12 (PA), Glass Beads - PTFE & Silicone Lubricated - Wear Resistant;1.32;3.1
RTP Company RTP 202 D Nylon 6/12 (PA), Glass Fiber;1.16;5.17
RTP Company RTP 204 D TFE 15 FR Nylon 6/12 (PA) Glass Fiber - PTFE Lubricated - Flame Retardant - UL94 V-1;1.64;8.96
RTP Company RTP 205 D UV Nylon 6/12 (PA) Glass Fiber - UV Stabilized;1.3;8.96
RTP Company RTP 200 D TFE 13 SI 2 Z Nylon 6/12 (PA) PTFE Lubricated - Silicone Lubricated - FDA Compliant Ingredients;1.15;2.21
RTP Company RTP 285 D TFE 13 SI 2 Nylon 6/12 (PA) Carbon Fiber - PTFE Lubricated - Silicone Lubricated;1.28;20.0
RTP Company RTP 200 D AR 10 Nylon 6/12 (PA) Aramid Fiber;1.1;3.1
RTP Company RTP 201.3 D HS Nylon 6/12 (PA) Glass Fiber - Heat Stabilized;1.16;4.34
RTP Company RTP 205 D TFE 13 SI 2 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated - Silicone Lubricated;1.39;8.62
RTP Company RTP 200 D GB 30 Nylon 6/12 (PA), Glass Bead;1.27;3.45
RTP Company RTP 200 D FR Nylon 6/12 (PA), Unreinforced - Flame Retardant;1.35;3.1
RTP Company RTP 201 D FR Nylon 6/12 (PA), Glass Fiber - Flame Retardant;1.43;4.83
RTP Company RTP 203 D FR Nylon 6/12 (PA), Glass Fiber - Flame Retardant;1.5;7.58
RTP Company RTP 204 D FR Nylon 6/12 (PA), Glass Fiber - Flame Retardant;1.56;8.96
RTP Company RTP 205 D FR Nylon 6/12 (PA), Glass Fiber - Flame Retardant - UL94 V-0;1.65;12.1
RTP Company RTP 207 D FR Nylon 6/12 (PA), Glass Fiber - Flame Retardant;1.7;12.4
RTP Company RTP 201 D TFE 10 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.2;4.14
RTP Company RTP 200 D AR 10 TFE 5 Nylon 6/12 (PA), Aramid Fiber - PTFE Lubricated;1.12;3.45
RTP Company RTP 200.5 D TFE 10 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.15;3.45
RTP Company RTP 200 D GB 30 TFE 15 Nylon 6/12 (PA), Glass Bead - PTFE Lubricated;1.42;3.1
RTP Company RTP 200 D TFE 10 Nylon 6/12 (PA), PTFE Lubricated;1.12;2.21
RTP Company RTP 200 D TFE 15 Nylon 6/12 (PA), PTFE Lubricated;1.15;2.55
RTP Company RTP 200 D TFE 20 Nylon 6/12 (PA), PTFE Lubricated;1.19;2.41
RTP Company RTP 203 D HS GB 20 TFE 15 Nylon 6/12 (PA), Glass Fiber - Heat Stabilized - Glass Bead - PTFE Lubricated;1.53;7.93
RTP Company RTP 203 D TFE 10 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.27;6.21
RTP Company RTP 205 D HS TFE 15 Nylon 6/12 (PA), Glass Fiber - Heat Stabilized - PTFE Lubricated;1.42;8.62
RTP Company RTP 205 D MS 5 Nylon 6/12 (PA), Glass Fiber - Molybdenum Disulfide;1.34;8.96
RTP Company RTP 205 D MS UV Nylon 6/12 (PA), Glass Fiber - Molybdenum Disulfide - UV Stabilized;1.35;9.31
RTP Company RTP 205 D TFE 15 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.42;9.31
RTP Company RTP 205 D TFE 20 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.46;9.31
RTP Company RTP 205 D TFE 5 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.32;8.27
RTP Company RTP 281 D TFE 10 Nylon 6/12 (PA), Carbon Fiber - PTFE Lubricated;1.17;7.93
RTP Company RTP 283 D TFE 15 Nylon 6/12 (PA), Carbon Fiber - PTFE Lubricated;1.26;14.8
RTP Company RTP 283 D TFE 15 SI 2 Nylon 6/12 (PA), Carbon Fiber - PTFE Lubricated - Silicone Lubricated;1.25;13.8
RTP Company RTP 285 D SI 2 Nylon 6/12 (PA), Carbon Fiber - Silicone Lubricated;1.2;19.7
RTP Company RTP 200 D AR 10 TFE 15 Nylon 6/12 (PA), Aramid Fiber - PTFE Lubricated;1.18;3.1
RTP Company RTP 203 D Nylon 6/12 (PA), Glass Fiber;1.22;6.89
RTP Company RTP 207 D Nylon 6/12 (PA), Glass Fiber;1.38;11.0
RTP Company RTP 209 D Nylon 6/12 (PA), Glass Fiber;1.51;15.9
RTP Company RTP 200 D Nylon 6/12 (PA), Unfilled;1.06;2.41
RTP Company RTP 287 D Nylon 6/12 (PA), Carbon Fiber;1.26;27.6
RTP Company RTP 205.3 D Nylon 6/12 (PA), Glass Fiber;1.32;9.31
RTP Company RTP 285 D Nylon 6/12 (PA), Carbon Fiber;1.21;19.3
RTP Company RTP 200 D AR 10 TFE 10 Nylon 6/12 (PA), Aramid Fiber - PTFE Lubricated;1.16;3.1
RTP Company RTP 201 D TFE 5 Nylon 6/12 (PA), Glass Fiber - PTFE Lubricated;1.14;4.14
RTP Company RTP 207.3 D Nylon 6/12 (PA), Glass Fiber;1.42;11.0
RTP Company RTP 282 D TFE 15 Nylon 6/12 (PA), Carbon Fiber - PTFE Lubricated - Preliminary Data;1.24;12.4
RTP Company RTP 207 D MS Nylon 6/12 (PA), Glass Fiber - Molybdenum Disulfide;1.45;11.4
RTP Company RTP 200 D TFE 18 SI 2 Nylon 6/12 (PA), PTFE Lubricated - Silicone Lubricated;1.18;2.07
SABIC LNP™ LUBRICOMP™ IFL36R Nylon 6/12 (Global);1.42;8.7
SABIC LNP™ LUBRICOMP™ IBI16 Nylon 6/12 (Global);1.3;3.3
SABIC LNP™ LUBRICOMP™ IZL33 Nylon 6/12 (Global);1.29;3.38
SABIC LNP™ THERMOCOMP™ IF006 Nylon 6/12 (Americas);1.31;9.94
SABIC LNP™ THERMOCOMP™ IF006 Nylon 6/12 (Europe);1.29;7.8
SABIC LNP™ LUBRICOMP™ IFL21 Nylon 6/12 (Americas);1.17;3.56
SABIC LNP™ LUBRICOMP™ IFL21 Nylon 6/12 (Asia);1.17;3.62
SABIC LNP™ LUBRICOMP™ IFL36 Nylon 6/12 (Europe);1.41;7.0
SABIC LNP™ LUBRICOMP™ IFL36 Nylon 6/12 (Americas);1.45;10.13
SABIC LNP™ THERMOCOMP™ IF004 Nylon 6/12 (Americas);1.22;6.81
SABIC LNP™ THERMOCOMP™ IF004 Nylon 6/12 (Asia);1.22;5.9
SABIC LNP™ THERMOTUF™ IX02582 Nylon 6/12 (Americas);1.41;11.95
SABIC LNP™ LUBRICOMP™ IAL12 Nylon 6/12 (Americas);1.12;3.01
SABIC LNP™ LUBRICOMP™ IAL12 Nylon 6/12 (Asia);1.13;3.1
SABIC LNP™ LUBRICOMP™ IFL36L Nylon 6/12 (Global);1.44;9.04
SABIC LNP™ THERMOCOMP™ IF006L Nylon 6/12 (Global);1.31;8.75
SABIC LNP™ THERMOCOMP™ IF007 Nylon 6/12 (Global);1.3;8.89
SABIC LNP™ LUBRICOMP™ IFL34 Nylon 6/12 (Global);1.35;6.99
SABIC LNP™ LUBRICOMP™ IL004 Nylon 6/12 (Global);1.18;2.12
SABIC LNP™ THERMOCOMP™ IX04513C Nylon 6/12 (Global);1.29;8.56
SABIC LNP™ STAT-KON™ IS000XXL Nylon 6/12 (Global);1.18;3.05
SABIC LNP™ LUBRICOMP™ IBP34 Nylon 6/12 (Global);1.32;2.71
SABIC LNP™ THERMOCOMP™ IF003 Nylon 6/12 (Global);1.17;5.48
SABIC LNP™ LUBRICOMP™ IFP36 Nylon 6/12 (Global);1.44;9.71
SABIC LNP™ THERMOCOMP™ IF00C Nylon 6/12 (Global);1.67;20.75
SABIC LNP™ COLORCOMP™ I1000 Nylon 6/12 (Global);1.06;2.39
Shakespeare Isocor™ HG26SI medium viscosity PA-612;1.04;2.3
Solvay Specialty Polymers Tribocomp PA612 CF30 TS12;1.22;19.0
Xenia Materials XEGLASS 22-G50 Nylon 6.12, 50% Glass Fiber Reinforced;1.51;15.0
Zell-Metall Engineering Plastics Zellamid 1115 at 50% RH;1.13;2.0
Mitsubishi Chemical Advanced Materials Altron™ PC 1000 Extruded, Unfilled, Polycarbonate (ASTM Product Data Sheet);1.2;2.21
Aclo Accucomp Polycarbonate POL050L Low Viscosity;1.2;1.8
Aclo Accuguard Polycarbonate POL050G10HIV0L Glass Reinforced High Impact Flame Retardant;1.28;2.9
Aclo Acculoy POL062L Polycarbonate PET Alloy;1.22;1.7
Aclo Acculoy POL063L Polycarbonate PET Alloy;1.21;1.7
Aclo Acculoy PCA083L Polycarbonate ABS Alloy;1.11;1.7
Aclo Accutech Polycarbonate POL050G10L Glass Reinforced;1.26;2.8
Aclo Accutech Polycarbonate POL050G20L Glass Reinforced;1.33;3.9
Aclo Accutech Polycarbonate POL050G30L Glass Reinforced;1.41;4.9
Aclo Accutech Polycarbonate POL050G40L Glass Reinforced;1.5;5.5
Aclo Accutech Polycarbonate POL051G10L Glass Reinforced;1.26;2.7
Aclo Accutech Polycarbonate POL051G20L Glass Reinforced;1.34;4.1
Aclo Accutech Polycarbonate POL051G30L Glass Reinforced;1.42;5.4
Aclo Accutech Polycarbonate POL051G40L Glass Reinforced;1.5;5.8
Mocom (ALBIS) ALCOM LB PC 1000 14073 WT1164-11 PC, special filler;1.25;2.4
Mocom (ALBIS) ALCOM LD PC 1000 UV 14012 GY1016-14 PC, special filler, UV stabilized;1.19;2.4
Mocom (ALBIS) ALCOM LD PC 1000 UV 14107 GY1213-14 PC, special filler, UV stabilized;1.18;2.4
Mocom (ALBIS) ALCOM LD PC 2020 UV 17027 WT1022-17 PC, 20% glass fibers, UV stabilized;1.33;6.0
Mocom (ALBIS) ALCOM LD2 PC 1000 15054 GY1096-15 PC, special filler;1.19;2.45
Mocom (ALBIS) ALCOM LG PC 1000 UV 14094 CC1323-08 PC;1.18;2.35
Mocom (ALBIS) ALCOM PC 740/1 PC, 10% PTFE Filled;1.26;2.3
Mocom (ALBIS) ALCOM PC 740/1 PTFE15 PC, 15% PTFE Filled;1.27;2.1
Mocom (ALBIS) ALCOM PC 740/1.1 CF10 PC, 10% Carbon Fiber Reinforced;1.23;7.5
Mocom (ALBIS) ALCOM PC 740/1.1 CF20 PC, 20% Carbon Fiber Reinforced;1.28;13.8
Mocom (ALBIS) ALCOM PC 740/2813P.1 CF PC, 10% Carbon Fiber Reinforced;1.23;7.8
Mocom (ALBIS) ALCOM PC 740/30 UV FR WT1030-08LD PC, Flame retardant, UV stabilized;1.19;2.55
Mocom (ALBIS) ALCOM PC 740/3162.1 PC, 10% Glass Fiber, 20% Carbon fiber/PTFE Reinforced;1.36;10.7
Mocom (ALBIS) ALCOM PC 740/4 WT1065-12LD2 PC, special filler;1.19;2.5
Mocom (ALBIS) ALCOM PC 740/4 GF20 UV WT1105-13LD PC, 20% glass fibers, UV stabilized;1.34;6.0
Mocom (ALBIS) ALCOM PC 740/4 UV CC1320-08LG PC, UV stabilized;1.2;2.4
Mocom (ALBIS) ALCOM PC 740/4.16 UV CC1321-08LG PC, UV stabilized;1.19;2.3
5LB PC;1.33;2.7
Mocom (ALBIS) ALCOM PWL 10/1 WT1130-09LB PC;1.32;2.5
Mocom (ALBIS) ALCOM PWL 10/1 W41-913LB PC;1.3;2.6
5LB PC;1.36;2.9
Mocom (ALBIS) ALCOM PWL 10/1.1AS UV WT1127-11LB PC, UV stabilized;1.36;2.69
Mocom (ALBIS) ALTECH PC A 1000/326 UV PC;1.2;2.35
Mocom (ALBIS) ALTECH PC A 1000/572 UV PC;1.21;2.4
Mocom (ALBIS) ALTECH PC ECO 1000/121 UV IM PC;1.2;2.3
Mocom (ALBIS) ALTECH PC ECO 2010/121 GF10 IM UV PC, 10% Glass Fiber Reinforced;1.3;3.9
Mocom (ALBIS) ALTECH PC ECO 2015/509 GF15 PC, 15% Glass Fiber Reinforced;1.3;5.4
Mocom (ALBIS) ALCOM LB PC 1000 16061 GY1068-16 PC;1.23;2.4
Mocom (ALBIS) ALCOM LD2 PC 1000 UV 16104 WT2287-09TL PC;1.2;2.2
Mocom (ALBIS) ALCOM LD2 PC 1000 UV 16104 WT2288-09TL PC;1.19;2.2
Mocom (ALBIS) ALCOM PC 740/1 SV1115-08MCF PC;1.22;2.5
Mocom (ALBIS) ALCOM PC 740/1 GF30 PTFE15 PC;1.55;9.0
Mocom (ALBIS) ALCOM PC 740/1.1 CF10 GF20 PC, 10% Carbon Fibers, 20% Glass Fiber Reinforced;1.39;10.5
Mocom (ALBIS) ALCOM PC 740/1.1 CF30 PC, 30% Carbon Fibers Reinforced;1.32;18.8
Mocom (ALBIS) ALCOM PC 740/2566 PTFE20 PC, 20% PTFE Reinforced;1.31;2.1
Mocom (ALBIS) ALCOM PC 740/4 UV CC1135-11LD PC;1.2;2.45
Mocom (ALBIS) ALCOM PC 740/4 UV SV1204-08MCF PC;1.21;2.5
Mocom (ALBIS) ALCOM PC 740/40 FR UV WT1182-10LB PC;1.33;2.83
Mocom (ALBIS) ALCOM PC 740/26 UV WT1407-04LB High Heat Polycarbonate;1.3;2.7
Mocom (ALBIS) ALTECH PBT+PC A 1000/106 PBT+PC;1.27;1.9
Mocom (ALBIS) ALTECH PC A 1000/227 UV PC;1.19;2.1
Mocom (ALBIS) ALTECH PC A 1000/228 UV PC;1.2;2.25
Mocom (ALBIS) ALTECH PC A 1000/500 PC;1.2;2.5
Mocom (ALBIS) ALTECH PC A 1000/502 UV WT1123-11LS PC;1.23;2.35
Mocom (ALBIS) ALTECH PC A 1000/620 UV PC;1.21;2.6
Mocom (ALBIS) ALTECH PC A 2020/500 PC, 20% Glass Fiber Reinforced;1.33;4.4
Mocom (ALBIS) ALTECH PC A 2030/100 GF30 PC, 30% Glass Fiber Reinforced;1.42;6.3
Mocom (ALBIS) ALTECH PC B 1000/576 PC;1.19;2.35
Mocom (ALBIS) ALTECH PC B 1000/588 PC;1.25;2.5
Mocom (ALBIS) ALTECH PC B 2010/100 PC, 30% Glass Fiber Reinforced;1.26;3.8
Mocom (ALBIS) ALTECH PC ECO 1000/170 PC;1.21;2.2
Mocom (ALBIS) ALTECH PC ECO 1000/521 PC;1.23;2.2
Mocom (ALBIS) ALTECH PC ECO 2020/140 PC, 20% Glass Fiber Reinforced;1.35;6.8
Mocom (ALBIS) ALTECH PC ECO 2030/200 GF30 PC, 30% Glass Fiber Reinforced;1.43;7.7
Mocom (ALBIS) ALTECH PC ECO 2030/500 GF30 PC, 30% Glass Fiber Reinforced;1.39;7.5
Mocom (ALBIS) ALTECH PC-HT A 1000/500 High Heat Polycarbonate;1.17;2.5
Aurora Kunststoffe AUROblend PC+PET HI black 9005 PC/PET Blend;1.2;2.05
Aurora Kunststoffe AUROlon PC FR black PC, Flame Retardant;1.26;2.35
Aurora Kunststoffe AUROlon PC GF10 FR black PC, 10% Glass Fiber Reinforced;1.26;3.6
Covestro Makrolon 3207 Polycarbonate;1.19;2.27
Covestro Makrolon EM 9417 Polycarbonate, 10% Glass Fiber;1.27;3.7
Covestro Makrolon RW 2405 Polycarbonate, 10% Glass Fiber;1.29;2.6
Covestro Apec 1797 High-Heat Polycarbonate;1.17;2.4
Covestro Apec FR1892 High-Heat Polycarbonate;1.15;2.45
Covestro Makrolon 1954 Polycarbonate;1.22;2.3
Covestro Makrolon SF810 Polycarbonate, Glass Fiber Reinforced;1.27;3.8
Covestro Makrolon XT5010 Polycarbonate;1.21;2.7
Covestro Makroblend UT305 PC/PET Blend;1.24;2.6
Covestro Makroblend UT4045 G PC/PBT Blend, 20% Glass Filled;1.4;6.5
Covestro Makroblend UT5205 PC/PBT Blend;1.22;2.0
Covestro Bayblend ET3032 FR Rubber Modified PC Blend, 10% Mineral Filled;1.3;3.95
Covestro Bayblend FR3000 PC/ABS Blend;1.18;2.7
Covestro Bayblend FR3005 HG PC/ABS Blend;1.18;2.8
Covestro Bayblend FR3005 BBS310 PC/ABS Blend;1.19;2.65
Covestro Bayblend FR3010 HF PC/ABS Blend;1.18;2.6
Covestro Bayblend FR3040 PC/ABS Blend;1.19;2.7
Covestro Bayblend FR3200 TV PC/ABS Blend;1.2;2.6
Covestro Bayblend M850 XF PC/ABS Blend;1.14;2.5
Covestro Bayblend T65 AT PC/ABS Blend;1.13;2.2
Covestro Bayblend T65 HI PC/ABS Blend;1.11;2.0
Covestro Bayblend T65 HG PC/ABS Blend;1.12;2.3
Covestro Bayblend T88 GF-30 Rubber Modified PC Blend, 31% Glass Filled;1.38;10.0
Covestro Bayblend W85 HI PC ASA Blend;1.16;2.25
Covestro Apec 1803 Polycarbonate;1.15;2.4
Covestro Apec 2095 Polycarbonate;1.13;2.45
Covestro Bayblend FR 3008 HR Polycarbonate + ABS, Flame Retardant Grade;1.2;2.7
Covestro Bayblend FR 3011 Polycarbonate + ABS, Flame Retardant Grade;1.19;2.6
Covestro Bayblend FR 3020 Polycarbonate + ABS, Mineral Filled;1.2;3.2
Covestro Bayblend FR 3021 Polycarbonate + ABS, Mineral Filled;1.28;4.8
Covestro Bayblend T45 PG Polycarbonate + ABS;1.1;2.1
Covestro Bayblend T50 XF Polycarbonate + ABS;1.11;2.1
Covestro Bayblend T65 XF Polycarbonate + ABS;1.13;2.3
Covestro Bayblend T85 XF Polycarbonate + ABS;1.14;2.3
Covestro Bayblend T88 GF-10 Polycarbonate + SAN Glass Filled Impact Grade;1.22;4.8
Covestro Bayblend T88 GF-20 Polycarbonate + SAN Glass Filled Impact Grade;1.29;7.5
Covestro Bayblend T90 HT Polycarbonate + ABS;1.16;2.4
Covestro Bayblend T90 MF-20 Polycarbonate + ABS, Mineral Filled;1.29;4.9
Covestro Bayblend T95 MF Polycarbonate + ABS, Mineral Filled;1.24;3.35
Covestro Makroblend DP 7645 Polycarbonate + PET, Impact Grade;1.2;2.1
Covestro Makroblend KU 2-7609 Polycarbonate + PBT, Mineral Filled Impact Grade;1.3;3.4
Covestro Makroblend KU 2-7912/4 Polycarbonate + PBT, Impact Grade;1.2;2.15
Covestro Makrofol BL 2-4 820816 Polycarbonate;1.25;2.1
Covestro Makrofol BL 6-2 820802 Polycarbonate;1.51;2.69
Covestro Makrofol BL 6-2 820803 Polycarbonate;1.35;2.4
Covestro Makrolon 1095 Polycarbonate, 15% Glass Filled;1.29;4.6
Covestro Makrolon GF9002 Polycarbonate, 10% Glass Filled;1.27;3.9
Covestro Makrolon SF800Z Polycarbonate, 5% Glass Filled;1.23;2.7
Covestro Makrolon SF805 Polycarbonate, 5% Glass Filled;1.23;2.35
Covestro Makroblend EL-700 Polycarbonate + Polyester Blend;1.28;2.35
Covestro Makroblend UT-250 Polycarbonate + Polyester Blend;1.22;2.25
Covestro Makroblend UT-408 Polycarbonate + Polyester Blend;1.22;2.4
Covestro Makroblend EL 703 Polycarbonate + Polyester-based Blend, Impact Modified, Flame-Retardant, UV Stabilized;1.3;2.3
Covestro Apec HT KU 1-9331 High-Heat Polycarbonate;1.18;2.3
Covestro Apec HT KU 1-9340 High-Heat Polycarbonate;1.17;2.3
Covestro Apec HT KU 1-9350 High-Heat Polycarbonate;1.15;2.3
Covestro Apec HT KU 1-9357/2 High-Heat Polycarbonate, 20% Glass Fiber;1.3;5.9
Covestro Makrolon 8025 Polycarbonate;1.34;4.0
Covestro Makrolon 8035 Polycarbonate;1.42;5.1
Covestro Makrolon 8325 Polycarbonate;1.34;5.8
Covestro Makrolon 8345 Polycarbonate;1.48;9.4
Bada BADADUR PBT/PC 28 GF30 natural PBT/PC, 30% Glass Fiber Reinforced;1.45;9.0
Bada BADALAC ASA/PC 305 UV natural PC/ASA;1.12;2.2
Bada BADALAC ASA/PC 120 H UV AS natural PC/ASA;1.15;2.1
Bada BADALAC ASA/PC 130 FR HF UV natural PC/ASA;1.18;2.5
Bada BADALON PC 20 GF20 natural;1.34;5.5
Bada BADALON PC 20 GF30 natural PC, 30% Glass Fiber Reinforced;1.41;8.3
Bada BADAPROP PPC5 natural PP-HI;0.9;1.25
Barlog Plastics KEBATER A1100 PBT/PC unreinforced, high impact;1.24;2.3
Barlog Plastics KEBALLOY C43 PC/ABS unreinforced;1.12;2.4
Styrolution Luran S KR 2863 C Colored ASA+PC;1.16;2.5
Styrolution Luran S KR 2864 C Colored ASA+PC;1.15;2.6
Styrolution Luran S KR2866C ASA / PC;1.11;2.6
CENTROPLAST CENTROCARB GF Polycarbonate 30% glass fiber;1.43;5.0
Chase Plastics CP Pryme PC100RHF Polycarbonate;1.2;2.28
Chengdu Polyster KLX-G42 PC Film & Sheet;1.2;2.0
Parker Chomerics PREMIER™ A220-HT EMI Shielding Plastic;1.2;5.8
Parker Chomerics PREMIER™ A230-HTHF EMI Shielding Plastic;1.39;6.7
Parker Chomerics PREMIER™ A240-HTHF EMI Shielding Plastic;1.4;7.7
Parker Chomerics PREMIER™ A220-FR EMI Shielding Plastic;1.2;7.5
Parker Chomerics PREMIER™ A220-ST EMI Shielding Plastic;1.2;6.0
Parker Chomerics PREMIER™ A230-ST EMI Shielding Plastic;1.31;11.1
Parker Chomerics PREMIER™ A240-ST EMI Shielding Plastic;1.4;15.6
Colour Image Plastic Compound FRblend PC-1309 PC, 15% Glass Fiber Reinforced, Flame Retardant;1.32;7.66
Colour Image Plastic Compound Electroblend ABS-2801 ABS, Carbon Fiber Reinforced;1.27;9.48
Colour Image Plastic Compound Loyblend TK-1000 PC/PBT;1.21;2.85
Celanese CoolPoly E4501 Thermally Conductive Polycarbonate;1.28;4.75
Covestro Bayblend FR411 MT PC Blend;1.36;5.25
Covestro Bayblend FR421 MT PC Blend;1.29;3.4
Covestro Makroblend UT235 M PC+PET;1.34;4.5
Covestro Makroblend UT250 HR PC+PET;1.22;2.2
Covestro MAKROFOL LM 228 2-4 160005 Polycarbonate Films;1.2;1.83
Covestro MAKROFOL LM 322 2-4 160006 Polycarbonate Films;1.2;1.52
Covestro MAKROFOL LM 903 Ceramic 160008 Polycarbonate Films;1.2;2.62
Covestro MAKROFOL LM 905 2-4 160009 Polycarbonate Films;1.2;2.35
Covestro Makrolon AL sheet Polycarbonate;1.2;2.34
Covestro Makrolon FI sheet Polycarbonate;1.25;2.34
Covestro Makrolon Lumen XT sheet Polycarbonate;1.2;2.31
Covestro Makrolon SF800 Z MAS148 Polycarbonate;1.23;2.2
Röhm CyRex 200-8000 Acrylic-Polycarbonate Alloy;1.15;2.41
Röhm CyRex 953 Acrylic-Polycarbonate Alloy;1.15;2.07
Röhm CyRex 300 Acrylic-Polycarbonate Alloy;1.17;2.2
Denka Polymar Alloy HS-G193 PC/ABS;1.12;2.46
Denka Polymar Alloy HS-K190 PC/ABS;1.12;2.33
A. Schulman Diamond ABSPC 7801E ABS/PC Extrusion Grade, High Impact, High Heat;1.11;2.32
A. Schulman Diamond NPP 808 C2 Polycarbonate Alloy, Natural;1.21;2.07
Mitsubishi Xantar C CF 107 Polycarbonate/ABS Blend;1.17;2.85
Mitsubishi Xantar G2F 23 R Polycarbonate-10% Glass Reinforced;1.25;3.5
Mitsubishi Xantar G4F 22 R Polycarbonate-20% Glass Reinforced;1.35;6.0
Mitsubishi Xantar G6F 23 R Polycarbonate-30% Glass Reinforced;1.43;9.5
Mitsubishi Xantar G8F 23 R Polycarbonate-40% Glass Reinforced;1.52;10.5
Mitsubishi Xantar MX 1020 Polycarbonate;1.18;2.1
Mitsubishi Xantar MX 1094 Polycarbonate-9% Glass Reinforced;1.25;3.2
Mitsubishi Xantar SF 22 Polycarbonate;1.08;2.0
Mitsubishi Xantar SF 2220 Polycarbonate-20% Glass Reinforced;1.2;4.1
Mitsubishi Xantar SF 2230 Polycarbonate-30% Glass Reinforced;1.27;6.5
Dow Retain 8209 ABS + Polycarbonate;1.19;4.74
